web-scraper-order,web-scraper-start-url,details,phone_condition,brand,address,price
"1732655042-1","https://www.expat-dakar.com/telephones?page=197","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655042-2","https://www.expat-dakar.com/telephones?page=197","iPhone 14 Pro Max 256 giga","D'occasion","iPhone","Keur Massar,
                                                                                Dakar","450 000 F Cfa"
"1732655042-3","https://www.expat-dakar.com/telephones?page=197","Samsung Galaxy A53 5G - 128Gb","Neuf","Samsung","Mermoz,
                                                                                Dakar","255 000 F Cfa"
"1732655042-4","https://www.expat-dakar.com/telephones?page=197","Samsung Galaxy A03 Core - 32Gb","Neuf","Samsung","Mermoz,
                                                                                Dakar","55 000 F Cfa"
"1732655042-5","https://www.expat-dakar.com/telephones?page=197","Samsung Galaxy S22 Ultra Étui Clear View","Neuf","Samsung","Mermoz,
                                                                                Dakar","30 000 F Cfa"
"1732655042-6","https://www.expat-dakar.com/telephones?page=197","Samsung Galaxy S22 Couvercle en Led","Neuf","Samsung","Mermoz,
                                                                                Dakar","30 000 F Cfa"
"1732655042-7","https://www.expat-dakar.com/telephones?page=197","Samsung Galaxy A13 - 128Gb","Neuf","Samsung","Mermoz,
                                                                                Dakar","120 000 F Cfa"
"1732655042-8","https://www.expat-dakar.com/telephones?page=197","Téléphone Huawei Nova Y90","Neuf","Huawei","Médina,
                                                                                Dakar","140 000 F Cfa"
"1732655042-9","https://www.expat-dakar.com/telephones?page=197","HUAWEI Y9A","Neuf","Huawei","Médina,
                                                                                Dakar","142 000 F Cfa"
"1732655042-10","https://www.expat-dakar.com/telephones?page=197","Téléphone Tecno Phantom X Ram 8Go Rom 256Go","Neuf","Tecno","Médina,
                                                                                Dakar","290 000 F Cfa"
"1732655042-11","https://www.expat-dakar.com/telephones?page=197","Telephone Samsung Galaxy A03 Core","Neuf","Samsung","Médina,
                                                                                Dakar","63 000 F Cfa"
"1732655042-12","https://www.expat-dakar.com/telephones?page=197","Téléphone Samsung Galaxy A03s","Neuf","Samsung","Médina,
                                                                                Dakar","93 000 F Cfa"
"1732655045-13","https://www.expat-dakar.com/telephones?page=196","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655045-14","https://www.expat-dakar.com/telephones?page=196","Iphone 16 Simple","Neuf","iPhone","Plateau,
                                                                                Dakar","700 000 F Cfa"
"1732655045-15","https://www.expat-dakar.com/telephones?page=196","Samsung Galaxy A04s - 32Gb","Neuf","Samsung","Mermoz,
                                                                                Dakar","85 000 F Cfa"
"1732655045-16","https://www.expat-dakar.com/telephones?page=196","Samsung Galaxy A03 - 64Gb","Neuf","Samsung","Mermoz,
                                                                                Dakar","80 000 F Cfa"
"1732655045-17","https://www.expat-dakar.com/telephones?page=196","Samsung Galaxy A03s - 32Gb","Neuf","Samsung","Mermoz,
                                                                                Dakar","65 000 F Cfa"
"1732655045-18","https://www.expat-dakar.com/telephones?page=196","Samsung Galaxy A04e - 32Gb","Neuf","Samsung","Mermoz,
                                                                                Dakar","55 000 F Cfa"
"1732655045-19","https://www.expat-dakar.com/telephones?page=196","Samsung Galaxy A04 - 32Gb","Neuf","Samsung","Mermoz,
                                                                                Dakar","69 999 F Cfa"
"1732655045-20","https://www.expat-dakar.com/telephones?page=196","Samsung Galaxy A04 - 64Gb","Neuf","Samsung","Mermoz,
                                                                                Dakar","75 000 F Cfa"
"1732655045-21","https://www.expat-dakar.com/telephones?page=196","Samsung Galaxy A04e - 64Gb","Neuf","Samsung","Mermoz,
                                                                                Dakar","65 000 F Cfa"
"1732655045-22","https://www.expat-dakar.com/telephones?page=196","Tecno Camon 19 - 128Gb","Neuf","Tecno","Mermoz,
                                                                                Dakar","115 000 F Cfa"
"1732655045-23","https://www.expat-dakar.com/telephones?page=196","Samsung Galaxy A03s - 64Gb","Neuf","Samsung","Mermoz,
                                                                                Dakar","87 500 F Cfa"
"1732655045-24","https://www.expat-dakar.com/telephones?page=196","Samsung Galaxy A03 - 32Gb","Neuf","Samsung","Mermoz,
                                                                                Dakar","70 000 F Cfa"
"1732655047-25","https://www.expat-dakar.com/telephones?page=195","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655047-26","https://www.expat-dakar.com/telephones?page=195","Iphone 16 Simple","Neuf","iPhone","Plateau,
                                                                                Dakar","700 000 F Cfa"
"1732655047-27","https://www.expat-dakar.com/telephones?page=195","Samsung Galaxy Z Flip4 - 256Gb","Neuf","Samsung","Mermoz,
                                                                                Dakar","650 000 F Cfa"
"1732655047-28","https://www.expat-dakar.com/telephones?page=195","Samsung Galaxy A73 5G 128Gb - 8Go Ram","Neuf","Samsung","Mermoz,
                                                                                Dakar","300 000 F Cfa"
"1732655047-29","https://www.expat-dakar.com/telephones?page=195","Samsung Galaxy A13 - 64Gb","Neuf","Samsung","Mermoz,
                                                                                Dakar","105 000 F Cfa"
"1732655047-30","https://www.expat-dakar.com/telephones?page=195","Téléphone Samsung A23 ram 4 rom 64 go 4G","Neuf","Samsung","Médina,
                                                                                Dakar","115 000 F Cfa"
"1732655047-31","https://www.expat-dakar.com/telephones?page=195","Samsung Galaxy A04e - 128G","Neuf","Samsung","Mermoz,
                                                                                Dakar","80 000 F Cfa"
"1732655047-32","https://www.expat-dakar.com/telephones?page=195","Samsung Galaxy A23 - 64Gb","Neuf","Samsung","Mermoz,
                                                                                Dakar","125 000 F Cfa"
"1732655047-33","https://www.expat-dakar.com/telephones?page=195","Tecno Pop 6 Pro - 32Gb","Neuf","Tecno","Mermoz,
                                                                                Dakar","63 000 F Cfa"
"1732655047-34","https://www.expat-dakar.com/telephones?page=195","Tecno Spark 9 ram 4Go Rom 128Go","Neuf","Tecno","Médina,
                                                                                Dakar","100 000 F Cfa"
"1732655047-35","https://www.expat-dakar.com/telephones?page=195","Huawei Mate XS 2 Dual SIM 512GB + 8GB","Neuf","Huawei","Plateau,
                                                                                Dakar","950 000 F Cfa"
"1732655047-36","https://www.expat-dakar.com/telephones?page=195","Samsung Galaxy A04s - 64Gb","Neuf","Samsung","Mermoz,
                                                                                Dakar","75 000 F Cfa"
"1732655050-37","https://www.expat-dakar.com/telephones?page=194","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655050-38","https://www.expat-dakar.com/telephones?page=194","Iphone 16 Simple","Neuf","iPhone","Plateau,
                                                                                Dakar","700 000 F Cfa"
"1732655050-39","https://www.expat-dakar.com/telephones?page=194","Samsung Galaxy A34 5G 128GB+6","Neuf","Samsung","Mermoz,
                                                                                Dakar","195 000 F Cfa"
"1732655050-40","https://www.expat-dakar.com/telephones?page=194","Samsung Galaxy A54 5G 128GB+6","Neuf","Samsung","Mermoz,
                                                                                Dakar","245 000 F Cfa"
"1732655050-41","https://www.expat-dakar.com/telephones?page=194","Samsung Galaxy A14 64GB + 4 Ram","Neuf","Samsung","Mermoz,
                                                                                Dakar","92 000 F Cfa"
"1732655050-42","https://www.expat-dakar.com/telephones?page=194","Chargeur sans fil à induction Qi 10 Watts","Neuf","Autres","Patte d‘oie,
                                                                                Dakar","5 000 F Cfa"
"1732655050-43","https://www.expat-dakar.com/telephones?page=194","Tecno Pop7 Pro 64GB + 4 Ram","Neuf","Tecno","Mermoz,
                                                                                Dakar","65 000 F Cfa"
"1732655050-44","https://www.expat-dakar.com/telephones?page=194","Tecno Pop7 Pro 64GB + 3 Ram","Neuf","Tecno","Mermoz,
                                                                                Dakar","60 000 F Cfa"
"1732655050-45","https://www.expat-dakar.com/telephones?page=194","Tecno Camon 19 128GB + 6 Ram","Neuf","Tecno","Mermoz,
                                                                                Dakar","125 000 F Cfa"
"1732655050-46","https://www.expat-dakar.com/telephones?page=194","Samsung Galaxy A23 128GB","Neuf","Samsung","Mermoz,
                                                                                Dakar","135 000 F Cfa"
"1732655050-47","https://www.expat-dakar.com/telephones?page=194","Samsung Galaxy S23 Ultra 512GB + 12 Ram","Neuf","Samsung","Mermoz,
                                                                                Dakar","850 000 F Cfa"
"1732655050-48","https://www.expat-dakar.com/telephones?page=194","Samsung Galaxy S23 Ultra 256GB + 12 Ram","Neuf","Samsung","Mermoz,
                                                                                Dakar","780 000 F Cfa"
"1732655052-49","https://www.expat-dakar.com/telephones?page=193","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655052-50","https://www.expat-dakar.com/telephones?page=193","iPhone 14 Pro Max 256 giga","D'occasion","iPhone","Keur Massar,
                                                                                Dakar","450 000 F Cfa"
"1732655052-51","https://www.expat-dakar.com/telephones?page=193","Samsung Galaxy A24 128 GB + 4 Ram","Neuf","Samsung","Mermoz,
                                                                                Dakar","135 000 F Cfa"
"1732655052-52","https://www.expat-dakar.com/telephones?page=193","Samsung Galaxy A24 128GB + 4 Ram","Neuf","Samsung","Mermoz,
                                                                                Dakar","140 000 F Cfa"
"1732655052-53","https://www.expat-dakar.com/telephones?page=193","TÉLÉPHONE TECNO 128GB RAM4GO","Neuf","Tecno","Plateau,
                                                                                Dakar","89 000 F Cfa"
"1732655052-54","https://www.expat-dakar.com/telephones?page=193","TÉLÉPHONE TECNO CAMON 19 128GO RAM6","Neuf","Tecno","Plateau,
                                                                                Dakar","144 000 F Cfa"
"1732655052-55","https://www.expat-dakar.com/telephones?page=193","TÉLÉPHONE TECNO SPARK 8C 64GB RAM2GB","Neuf","Tecno","Plateau,
                                                                                Dakar","84 000 F Cfa"
"1732655052-56","https://www.expat-dakar.com/telephones?page=193","Iphone 11 pro max vert","Venant","iPhone","Liberte 6 extension,
                                                                                Dakar","250 000 F Cfa"
"1732655052-57","https://www.expat-dakar.com/telephones?page=193","TÉLÉPHONE SAMSUNG A73 128GB RAM6GB","Neuf","Samsung","Plateau,
                                                                                Dakar","269 000 F Cfa"
"1732655052-58","https://www.expat-dakar.com/telephones?page=193","TÉLÉPHONE SAMSUNG A14 64GB RAM4GB","Neuf","Samsung","Plateau,
                                                                                Dakar","113 000 F Cfa"
"1732655052-59","https://www.expat-dakar.com/telephones?page=193","TÉLÉPHONE SAMSUNG A34 128GB RAM 4GB","Neuf","Samsung","Plateau,
                                                                                Dakar","219 000 F Cfa"
"1732655052-60","https://www.expat-dakar.com/telephones?page=193","TÉLÉPHONE SAMSUNG A54 128GO RAM 6GO","Neuf","Samsung","Plateau,
                                                                                Dakar","219 000 F Cfa"
"1732655054-61","https://www.expat-dakar.com/telephones?page=192","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655054-62","https://www.expat-dakar.com/telephones?page=192","iPhone 14 Pro Max 256 giga","D'occasion","iPhone","Keur Massar,
                                                                                Dakar","450 000 F Cfa"
"1732655054-63","https://www.expat-dakar.com/telephones?page=192","Téléphone Samsung Galaxy A54 5G","Neuf","Samsung","Médina,
                                                                                Dakar","255 000 F Cfa"
"1732655054-64","https://www.expat-dakar.com/telephones?page=192","Tecno Spark 10 Pro Mémoire 256 Go + 8 Ram","Neuf","Tecno","Mermoz,
                                                                                Dakar","110 000 F Cfa"
"1732655054-65","https://www.expat-dakar.com/telephones?page=192","Tecno Spark 10 Pro Mémoire 128 Go + 8 Ram","Neuf","Tecno","Mermoz,
                                                                                Dakar","100 000 F Cfa"
"1732655054-66","https://www.expat-dakar.com/telephones?page=192","Tecno Spark 10C Mémoire 128 Go + 4 Ram","Neuf","Tecno","Mermoz,
                                                                                Dakar","75 000 F Cfa"
"1732655054-67","https://www.expat-dakar.com/telephones?page=192","Huawei Mate X3 512go Dual sim","Neuf","Huawei","Plateau,
                                                                                Dakar","950 000 F Cfa"
"1732655054-68","https://www.expat-dakar.com/telephones?page=192","TECNO CAMON 20 RO 256GB RAM 8GB","Neuf","Tecno","Plateau,
                                                                                Dakar","169 000 F Cfa"
"1732655054-69","https://www.expat-dakar.com/telephones?page=192","TELEPHONE TECNO PHANTOM X","Neuf","Tecno","Médina,
                                                                                Dakar","290 000 F Cfa"
"1732655054-70","https://www.expat-dakar.com/telephones?page=192","Samsung Galaxy A54 5G","Neuf","Samsung","Médina,
                                                                                Dakar","235 000 F Cfa"
"1732655054-71","https://www.expat-dakar.com/telephones?page=192","Samsung A33 Ram 6Go Rom 128Go 5G","Neuf","Samsung","Médina,
                                                                                Dakar","190 000 F Cfa"
"1732655054-72","https://www.expat-dakar.com/telephones?page=192","Spark 10 pro ram 8 rom 256 go","Neuf","Tecno","Médina,
                                                                                Dakar","115 000 F Cfa"
"1732655057-73","https://www.expat-dakar.com/telephones?page=191","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655057-74","https://www.expat-dakar.com/telephones?page=191","iPhone 14 Pro Max 256 giga","D'occasion","iPhone","Keur Massar,
                                                                                Dakar","450 000 F Cfa"
"1732655057-75","https://www.expat-dakar.com/telephones?page=191","Telephone Huawei Nova 8i Rom 128Go Ram 8Go","Neuf","Huawei","Médina,
                                                                                Dakar","130 000 F Cfa"
"1732655057-76","https://www.expat-dakar.com/telephones?page=191","Samsung A32 Ram 6Go Rom 128Go","Neuf","Samsung","Médina,
                                                                                Dakar","170 000 F Cfa"
"1732655057-77","https://www.expat-dakar.com/telephones?page=191","LG Wing 5G","Venant","LG","Plateau,
                                                                                Dakar","245 000 F Cfa"
"1732655057-78","https://www.expat-dakar.com/telephones?page=191","Samsung Galaxy S23 Ultra 512GB","Venant","Samsung","Plateau,
                                                                                Dakar","475 000 F Cfa"
"1732655057-79","https://www.expat-dakar.com/telephones?page=191","Samsung Galaxy S23 Ultra","Venant","Samsung","Plateau,
                                                                                Dakar","415 000 F Cfa"
"1732655057-80","https://www.expat-dakar.com/telephones?page=191","TELEPHONE SAMSUNG GALAXY S23 SIMPLE 256GO/8GO RAM","Neuf","Samsung","Plateau,
                                                                                Dakar","555 000 F Cfa"
"1732655057-81","https://www.expat-dakar.com/telephones?page=191","Samsung Galaxy S21+ 5G","Neuf","Samsung","Plateau,
                                                                                Dakar","259 000 F Cfa"
"1732655057-82","https://www.expat-dakar.com/telephones?page=191","iPhone 13 mini","Venant","iPhone","Plateau,
                                                                                Dakar","255 000 F Cfa"
"1732655057-83","https://www.expat-dakar.com/telephones?page=191","Huawei P60 Pro dual sim","Neuf","Huawei","Plateau,
                                                                                Dakar","600 000 F Cfa"
"1732655057-84","https://www.expat-dakar.com/telephones?page=191","TÉLÉPHONE SAMSUNG A53 128GB RAM6GB","Neuf","Samsung","Plateau,
                                                                                Dakar","249 000 F Cfa"
"1732655059-85","https://www.expat-dakar.com/telephones?page=190","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655059-86","https://www.expat-dakar.com/telephones?page=190","iPhone 14 Pro Max 256 giga","D'occasion","iPhone","Keur Massar,
                                                                                Dakar","450 000 F Cfa"
"1732655059-87","https://www.expat-dakar.com/telephones?page=190","Tecno SPARK 10 C – Mémoire 128 Go – RAM 4 Go","Neuf","Tecno","Médina,
                                                                                Dakar","75 000 F Cfa"
"1732655059-88","https://www.expat-dakar.com/telephones?page=190","Tecno Spark 10 – Mémoire 128Go – Ram 8Go","Neuf","Tecno","Médina,
                                                                                Dakar","85 000 F Cfa"
"1732655059-89","https://www.expat-dakar.com/telephones?page=190","Spark 10 pro ram 8 rom 128 go","Neuf","Tecno","Médina,
                                                                                Dakar","100 000 F Cfa"
"1732655059-90","https://www.expat-dakar.com/telephones?page=190","Telephone Huawei Nova 10Se","Neuf","Huawei","Médina,
                                                                                Dakar","185 000 F Cfa"
"1732655059-91","https://www.expat-dakar.com/telephones?page=190","Samsung Galaxy Z Flip 5 256Go","Neuf","Samsung","Plateau,
                                                                                Dakar","550 000 F Cfa"
"1732655059-92","https://www.expat-dakar.com/telephones?page=190","SAMSUNG GALAXY Z FOLD 5 252GO","Neuf","Samsung","Plateau,
                                                                                Dakar","800 000 F Cfa"
"1732655059-93","https://www.expat-dakar.com/telephones?page=190","Tecno Camon 20 Pro Mémoire 256 Go + 8 Ram","Neuf","Tecno","Mermoz,
                                                                                Dakar","145 000 F Cfa"
"1732655059-94","https://www.expat-dakar.com/telephones?page=190","Tecno Spark 10C Mémoire 128 Go + 8 Ram","Neuf","Tecno","Mermoz,
                                                                                Dakar","85 000 F Cfa"
"1732655059-95","https://www.expat-dakar.com/telephones?page=190","iPhone 14 Pro","Venant","iPhone","Plateau,
                                                                                Dakar","485 000 F Cfa"
"1732655059-96","https://www.expat-dakar.com/telephones?page=190","Téléphone Samsung Galaxy A34","Neuf","Samsung","Médina,
                                                                                Dakar","160 000 F Cfa"
"1732655062-97","https://www.expat-dakar.com/telephones?page=189","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655062-98","https://www.expat-dakar.com/telephones?page=189","Huawei p30 lite 128go ram 6 go","Venant","Huawei","Colobane,
                                                                                Dakar","59 900 F Cfa"
"1732655062-99","https://www.expat-dakar.com/telephones?page=189","Xiaomi Redmi Note 12 Pro RAM 4","Neuf","Xiaomi","Médina,
                                                                                Dakar","168 000 F Cfa"
"1732655062-100","https://www.expat-dakar.com/telephones?page=189","Redmi Note 11 Ram 4Go Rom 128Go","Neuf","Xiaomi","Médina,
                                                                                Dakar","110 000 F Cfa"
"1732655062-101","https://www.expat-dakar.com/telephones?page=189","Samsung Galaxy A04s - Rom 128Go  RAM 4Go","Neuf","Samsung","Médina,
                                                                                Dakar","90 000 F Cfa"
"1732655062-102","https://www.expat-dakar.com/telephones?page=189","Samsung Galaxy A04e Rom 128Go Ram 4Go","Neuf","Samsung","Médina,
                                                                                Dakar","80 000 F Cfa"
"1732655062-103","https://www.expat-dakar.com/telephones?page=189","SAMSUNG GALAXY A03 Rom 128Go Ram 3Go","Neuf","Samsung","Médina,
                                                                                Dakar","83 000 F Cfa"
"1732655062-104","https://www.expat-dakar.com/telephones?page=189","Xiaomi Redmi Note 11 Pro RAM 4","Neuf","Xiaomi","Médina,
                                                                                Dakar","168 000 F Cfa"
"1732655062-105","https://www.expat-dakar.com/telephones?page=189","Samsung Galaxy A14 Mémoire 64 Go","Neuf","Samsung","Médina,
                                                                                Dakar","92 500 F Cfa"
"1732655062-106","https://www.expat-dakar.com/telephones?page=189","TÉLÉPHONE TECNO POP7 PRO 64GB RAM 4GB","Neuf","Tecno","Plateau,
                                                                                Dakar","79 000 F Cfa"
"1732655062-107","https://www.expat-dakar.com/telephones?page=189","Huawei Nova 9Se Ram 8Go Rom 128Go","Neuf","Huawei","Médina,
                                                                                Dakar","170 000 F Cfa"
"1732655062-108","https://www.expat-dakar.com/telephones?page=189","Samsung Galaxy Z Fold 5 Dual Sim 256 Go + 12 Go Ram","Neuf","Samsung","Mermoz,
                                                                                Dakar","1 080 000 F Cfa"
"1732655064-109","https://www.expat-dakar.com/telephones?page=188","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655064-110","https://www.expat-dakar.com/telephones?page=188","Iphone 16 Simple","Neuf","iPhone","Plateau,
                                                                                Dakar","700 000 F Cfa"
"1732655064-111","https://www.expat-dakar.com/telephones?page=188","iPhone 15 Pro Max 256GB USA","Neuf","iPhone","Plateau,
                                                                                Dakar","845 000 F Cfa"
"1732655064-112","https://www.expat-dakar.com/telephones?page=188","iPhone 15 pro 256Go Sim Physique","Neuf","iPhone","Plateau,
                                                                                Dakar","775 000 F Cfa"
"1732655064-113","https://www.expat-dakar.com/telephones?page=188","iPhone 14 Pro Max 256GB","Venant","iPhone","Plateau,
                                                                                Dakar","585 000 F Cfa"
"1732655064-114","https://www.expat-dakar.com/telephones?page=188","Xiaomi 11T Pro 5G","Venant","Xiaomi","Plateau,
                                                                                Dakar","189 900 F Cfa"
"1732655064-115","https://www.expat-dakar.com/telephones?page=188","Machine caisse e2s pos système Android","Neuf","Autres","Médina,
                                                                                Dakar","130 000 F Cfa"
"1732655064-116","https://www.expat-dakar.com/telephones?page=188","Xiaomi 13 Pro 5G","Neuf","Xiaomi","Plateau,
                                                                                Dakar","545 000 F Cfa"
"1732655064-117","https://www.expat-dakar.com/telephones?page=188","Samsung Galaxy Z Flip3","Venant","Samsung","Plateau,
                                                                                Dakar","175 000 F Cfa"
"1732655064-118","https://www.expat-dakar.com/telephones?page=188","Huawei P60 Pro","Neuf","Huawei","Plateau,
                                                                                Dakar","479 900 F Cfa"
"1732655064-119","https://www.expat-dakar.com/telephones?page=188","Samsung Galaxy S23 plus","Venant","Samsung","Plateau,
                                                                                Dakar","355 000 F Cfa"
"1732655064-120","https://www.expat-dakar.com/telephones?page=188","Xiaomi 13 Ultra","Neuf","Xiaomi","Plateau,
                                                                                Dakar","645 000 F Cfa"
"1732655067-121","https://www.expat-dakar.com/telephones?page=187","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655067-122","https://www.expat-dakar.com/telephones?page=187","Iphone 16 Simple","Neuf","iPhone","Plateau,
                                                                                Dakar","700 000 F Cfa"
"1732655067-123","https://www.expat-dakar.com/telephones?page=187","GALAXY TECHNO CAMON20 256GB RAM 8GB","Neuf","Autres","Plateau,
                                                                                Dakar","149 000 F Cfa"
"1732655067-124","https://www.expat-dakar.com/telephones?page=187","GALAXY SAMSUNG A54 128GB RAM8 GB","Neuf","Samsung","Plateau,
                                                                                Dakar","239 000 F Cfa"
"1732655067-125","https://www.expat-dakar.com/telephones?page=187","CASQUE SANS FIL ET ÉCOUTEURS SONY WH-CH520","Neuf","Sony","Plateau,
                                                                                Dakar","59 000 F Cfa"
"1732655067-126","https://www.expat-dakar.com/telephones?page=187","CASQUE SANS FIL SONY A RÉDUIRE DE BRUIT WH 1000XM4","Neuf","Sony","Plateau,
                                                                                Dakar","169 000 F Cfa"
"1732655067-127","https://www.expat-dakar.com/telephones?page=187","Samsung Galaxy Z Flip5","Venant","Samsung","Plateau,
                                                                                Dakar","530 000 F Cfa"
"1732655067-128","https://www.expat-dakar.com/telephones?page=187","Samsung Galaxy S23 5G","Venant","Samsung","Plateau,
                                                                                Dakar","265 000 F Cfa"
"1732655067-129","https://www.expat-dakar.com/telephones?page=187","iPhone 15 Pro dual SIM Physique 256Go","Neuf","iPhone","Plateau,
                                                                                Dakar","800 000 F Cfa"
"1732655067-130","https://www.expat-dakar.com/telephones?page=187","iPhone 12 Mini","Venant","iPhone","Plateau,
                                                                                Dakar","185 000 F Cfa"
"1732655067-131","https://www.expat-dakar.com/telephones?page=187","iPhone 12 Mini","Venant","iPhone","Plateau,
                                                                                Dakar","205 000 F Cfa"
"1732655067-132","https://www.expat-dakar.com/telephones?page=187","Samsung Galaxy Z Flip5","Venant","Samsung","Plateau,
                                                                                Dakar","425 000 F Cfa"
"1732655069-133","https://www.expat-dakar.com/telephones?page=186","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655069-134","https://www.expat-dakar.com/telephones?page=186","Huawei p30 lite 128go ram 6 go","Venant","Huawei","Colobane,
                                                                                Dakar","59 900 F Cfa"
"1732655069-135","https://www.expat-dakar.com/telephones?page=186","Casque bluetooth sans fil, stéréo ultra bass - Bleu","Neuf","Autres","Golf,
                                                                                Dakar","5 000 F Cfa"
"1732655069-136","https://www.expat-dakar.com/telephones?page=186","Samsung Galaxy S23 FE 256 Go + Ram 8 Go","Neuf","Samsung","Mermoz,
                                                                                Dakar","425 000 F Cfa"
"1732655069-137","https://www.expat-dakar.com/telephones?page=186","Oneplus 11 256gb 2sim","Neuf","OnePlus","Ouakam,
                                                                                Dakar","450 000 F Cfa"
"1732655069-138","https://www.expat-dakar.com/telephones?page=186","Tableau","Neuf","Autres","Médina,
                                                                                Dakar","85 000 F Cfa"
"1732655069-139","https://www.expat-dakar.com/telephones?page=186","GALAXY SAMSUNG A04 S 32GB RAM 4GB","Neuf","Samsung","Plateau,
                                                                                Dakar","89 000 F Cfa"
"1732655069-140","https://www.expat-dakar.com/telephones?page=186","Honor Magic 5 Pro","Neuf","Honor","Plateau,
                                                                                Dakar","675 000 F Cfa"
"1732655069-141","https://www.expat-dakar.com/telephones?page=186","SHARP AQUOS R6 5G","Venant","Sharp","Plateau,
                                                                                Dakar","120 000 F Cfa"
"1732655069-142","https://www.expat-dakar.com/telephones?page=186","Nokia 106 2018 - 1.8 ""- Dual sim","Neuf","Nokia","Ouest foire,
                                                                                Dakar","15 000 F Cfa"
"1732655069-143","https://www.expat-dakar.com/telephones?page=186","iPhone XR 128GB USA 🇺🇲 Authentique","Venant","iPhone","Plateau,
                                                                                Dakar","135 000 F Cfa"
"1732655069-144","https://www.expat-dakar.com/telephones?page=186","iPhone 15 pro max 256Go sim physique","Neuf","iPhone","Plateau,
                                                                                Dakar","850 000 F Cfa"
"1732655072-145","https://www.expat-dakar.com/telephones?page=185","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655072-146","https://www.expat-dakar.com/telephones?page=185","Huawei p30 lite 128go ram 6 go","Venant","Huawei","Colobane,
                                                                                Dakar","59 900 F Cfa"
"1732655072-147","https://www.expat-dakar.com/telephones?page=185","Samsung Galaxy S23 Ultra","Venant","Samsung","Plateau,
                                                                                Dakar","449 000 F Cfa"
"1732655072-148","https://www.expat-dakar.com/telephones?page=185","Téléphone Simple Nokia","Neuf","Nokia","Guediawaye,
                                                                                Dakar","16 000 F Cfa"
"1732655072-149","https://www.expat-dakar.com/telephones?page=185","Samsung Galaxy A13 5G","Neuf","Samsung","Plateau,
                                                                                Dakar","89 900 F Cfa"
"1732655072-150","https://www.expat-dakar.com/telephones?page=185","Oppo Find N2 Flip 5G","Venant","Oppo","Plateau,
                                                                                Dakar","475 000 F Cfa"
"1732655072-151","https://www.expat-dakar.com/telephones?page=185","ASUS ZenFone 7 Pro 5G","Venant","Asus","Plateau,
                                                                                Dakar","235 000 F Cfa"
"1732655072-152","https://www.expat-dakar.com/telephones?page=185","PROMO GALAXY TECNO POP8 64GB RAM 3GB","Neuf","Tecno","Plateau,
                                                                                Dakar","69 000 F Cfa"
"1732655072-153","https://www.expat-dakar.com/telephones?page=185","Huawei Mate 60 Pro 5G","Neuf","Huawei","Plateau,
                                                                                Dakar","975 000 F Cfa"
"1732655072-154","https://www.expat-dakar.com/telephones?page=185","PROMO GALAXY SAMSUNG A54 128GB RAM8GB","Neuf","Samsung","Plateau,
                                                                                Dakar","229 000 F Cfa"
"1732655072-155","https://www.expat-dakar.com/telephones?page=185","PROMO GALAXY SAMSUNG A14 128GB","Neuf","Samsung","Plateau,
                                                                                Dakar","110 000 F Cfa"
"1732655072-156","https://www.expat-dakar.com/telephones?page=185","Amplificateur d'écran de téléphone HD 12 pouces","Neuf","Autres","Patte d‘oie,
                                                                                Dakar","6 500 F Cfa"
"1732655074-157","https://www.expat-dakar.com/telephones?page=184","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655074-158","https://www.expat-dakar.com/telephones?page=184","Huawei p30 lite 128go ram 6 go","Venant","Huawei","Colobane,
                                                                                Dakar","59 900 F Cfa"
"1732655074-159","https://www.expat-dakar.com/telephones?page=184","Tecno Spark 20 Mémoire 128 GB + Ram 8 GB","Neuf","Tecno","Mermoz,
                                                                                Dakar","75 000 F Cfa"
"1732655074-160","https://www.expat-dakar.com/telephones?page=184","iPhone 11 Pro Max","Venant","iPhone","Plateau,
                                                                                Dakar","259 000 F Cfa"
